,Text,Label,Clean Text
184,@user Dude. What the fuck is WRONG WITH YOU?  I sent you a direct tweet to show you how you re-tweet your OWN shit. Then I let it go. Now you want to double down?  Just go back to Whoviille ,1, user dude fuck wrong  sent direct tweet show retweet shit let go want double  go back whoviille 
185,@user @user @user He is entitled to tell his side of story.Then judge. ,0, user user user entitled tell side storythen judge 
186,@user “Antifa is bad” how hard is it to say that? ,0, user antifa bad hard say 
187,@user @user She is your sister???? ,0, user user sister 
188,@user @user He can admit that 3000 Americans died on his watch. You should remind him he is President of all of us. ,0, user user admit  american died watch remind president u 
189,@user @user Corbyn and Abbott won’t get in so the conservatives will win again 👍 ,0, user user corbyn abbott wont get conservative win  
190,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user More people scared of what the Liberals will think and say about them. This is rampant around conservatives.  The only ones who ever stopped giving them that power were the Trump movement and they absolutely won everything including the internets. ,0, user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user people scared liberal think say rampant around conservative  one ever stopped giving power trump movement absolutely everything including internet 
191,@user Cough*Nicky Haley* ,0, user coughnicky haley 
192,@user Oh yes 😎 ,0, user oh yes  
193,@user Holder needs to be prosecuted ,0, user holder need prosecuted 
194,@user @user @user 👏WELL👏SAID👏👏👏👏👏👏She gets more negative feedback than anyone ever!! Because she is always defending her BAD BEHAVIOR! Way to show her little girl how to act!👏👏👏👏👏👏 ,1, user user user wellsaidshe get negative feedback anyone ever always defending bad behavior way show little girl act 
195,@user Brett Kavanaugh was supposed to be a selling point for GOP candidates in the midterm elections. But now he could become a liability...CBS enough of all your BS lies. Go away with your other liberals CNN. MSM. WE ARE NOT LISTENING TO YOUR IGNORANT BS Stories!!! 😡😡😡😡 ,1, user brett kavanaugh supposed selling point gop candidate midterm election could become liabilitycbs enough b lie go away liberal cnn msm listening ignorant b story  
196,@user Buh Buh snowFlake ,0, user buh buh snowflake 
197,..and he is yet to get a call-up for senior team.. ,0, yet get callup senior team 
198,@user @user @user @user I’m just saying he’s not playing like how he should be for the amount he’s getting paid I’m sorry to let you down. ,0, user user user user im saying he playing like amount he getting paid im sorry let 
199,@user @user @user @user @user @user @user @user antifa blocking the road in Salzburg #SalzburgSummit18 ,0, user user user user user user user user antifa blocking road salzburg salzburgsummit 
200,@user Ouch. She is horrible. ,1, user ouch horrible 
201,@user That's what Lindsey Graham uses for a butt hole............ ,1, user thats lindsey graham us butt hole 
202,@user Stale ,0, user stale 
203,"#USA (I feel your pain, even while I profit causing it!) #liberals , U gotta luv 'em! Redistributing wealth not on their menu- serve up identity politics slop. So you destroyed #Libya -ya'll never catch Bill now -he's got million dead #Iraqi kids (sanctions '90's) under his belt ",1, usa feel pain even profit causing liberal  u gotta luv em redistributing wealth menu serve identity politics slop destroyed libya yall never catch bill he got million dead iraqi kid sanction belt 
204,@user @user @user @user Hes comin for ur woolly bitches ,1, user user user user he comin ur woolly bitch 
205,@user That describes how I feel about the Liberals at any level ,0, user describes feel liberal level 
206,@user @user @user @user @user @user Conservatives are only interested in owning women like property and exploding the deficit so long as the rich are taken care of. Keep the faith tho. ,0, user user user user user user conservative interested owning woman like property exploding deficit long rich taken care keep faith tho 
207,@user B.S. How much fake data has big pharma fed you. You are penalizing adults who vaping has helped. You have a far bigger problem with teen alcohol sales and flavored wine coolers. Try reading a legit study.  ,0, user b much fake data big pharma fed penalizing adult vaping helped far bigger problem teen alcohol sale flavored wine cooler try reading legit study  
208,@user @user @user @user @user @user If you put any claim that that ambulance chaser is in anyway anything by a shyster you are a fool bigger than he is ,1, user user user user user user put claim ambulance chaser anyway anything shyster fool bigger 
209,@user Hope they continue to crash @user ,1, user hope continue crash user 
210,@user    You warned everyone about Josh Gordon the last 4 months on a daily basis.  I'm sure you are as shocked as I am of what transpired today. ,0, user    warned everyone josh gordon last  month daily basis  im sure shocked transpired today 
211,@user @user Christine Ford is an admitted friend to Bernie Saunders and she is Known to Hobnob with other demo politicians! Most shocking word is Kavanaughs mom a Judge ruled against Fords parents in a forclosure case in mid 90s🤔 ,0, user user christine ford admitted friend bernie saunders known hobnob demo politician shocking word kavanaughs mom judge ruled ford parent forclosure case mid 
