Text,Label,Clean Text
"LIBYA TELLS ITALY: ""We don't care how much you pay us, we don't want to take back the migrant wannabes that you reject because “they include terrorists, criminals, and human traffickers"" via @user ",0, libya tell italy dont care much pay u dont want take back migrant wannabe reject include terrorist criminal human trafficker via user 
"You ever be talkin to someone that you really wanna fuck, then they say one thing and all of the sudden you have no desire to fuck at all? ",0, ever talkin someone really wanna fuck say one thing sudden desire fuck 
"500,000 angry Democrat women swarm Hollywood to protest rampant rape, misogyny and sexism Oh, wait............. Ne… ",1,  angry democrat woman swarm hollywood protest rampant rape misogyny sexism oh wait ne 
Number of illegal migrants in Ukraine grows by 22% ,0, number illegal migrant ukraine grows  
@user I get suspended at least every other day. But you still see that skank whore Chelsea Handler still tweeting away. ,1, user get suspended least every day still see skank whore chelsea handler still tweeting away 
"RT @user Her:I don't get what u want outta this relationship Him:Well, I was only looking for a bj but u kept coming back ",0, rt user heri dont get u want outta relationship himwell looking bj u kept coming back 
Imagine when all the EU migrants go home after #Brexit. No more baguettes or pizza. People in the UK will be reduced to just eating traditional UK foods. Like chicken Balti. ,1, imagine eu migrant go home brexit baguette pizza people uk reduced eating traditional uk food like chicken balti 
"An undercount would allow the federal government to direct resources away from California, which has the largest #immigrant population in the country.  #Census takers could miss counting millions of #Californians, researchers say  ",0, undercount would allow federal government direct resource away california largest immigrant population country  census taker could miss counting million californian researcher say  
Nikki Haley: UN can’t 'dictate' US immigration policy ,0, nikki haley un cant dictate u immigration policy 
I cannot stand girls that ALWAYS have to have a boyfriend. #AttentionWhores #WomenSuck ,1, cannot stand girl always boyfriend attentionwhores womensuck 
@user Why you getting so hysterical. ,0, user getting hysterical 
"THIS WOMEN CAN DO ONLY ONE THINK, BACK INTO HER RAT🐀 HOLE NEVER TO COME OUT AGAIN🐀IF SHE SHOW UP ON SURFACE AM CALL… ",1, woman one think back rat hole never come againif show surface call 
#ACTNOW! #USA #EB5 #EB5Visa #Immigrant #Foreign #Investor #Visa Program Laws ARE Changing! $500k #Investment. Payment plans available. Use #bitcoin #ether #cryptocurrency. Become a US Citizen! Visit us at Contact us TODAY at gbibuildingco@outlook.com. RT ,0, actnow usa eb ebvisa immigrant foreign investor visa program law changing k investment payment plan available use bitcoin ether cryptocurrency become u citizen visit u contact u today gbibuildingcooutlookcom rt 
The Latest: Spanish PM lets migrant boat dock at Valencia    You idiots are killing Spain with islamists... ,1, latest spanish pm let migrant boat dock valencia    idiot killing spain islamist 
Afghan and Pakistani migrants were shot at as they tried to invade Hungary - Free Speech Time - @user ,0, afghan pakistani migrant shot tried invade hungary  free speech time  user 
@user shut the fuck up hes not gonna dick you was gonna send u this dope steroline edit but u can go cry to olly ,1, user shut fuck he gonna dick gonna send u dope steroline edit u go cry olly 
"you low life scum, pathetic, deprave, pile of shit, maggots. like i said that brainless skank bitch should've died… ",1, low life scum pathetic deprave pile shit maggot like said brainless skank bitch shouldve died 
@user @user bitch we r now TxF sluts ,0, user user bitch r txf slut 
@user At the very least Ryan and McConnell need to force the dems to vote against the wall. ,0, user least ryan mcconnell need force dems vote wall 
Russia Liquidates Its US Treasury Holdings | Zero Hedge   No surprise here... ,0, russia liquidates u treasury holding  zero hedge   surprise 
#FactCheck wow #FactsMatter #VoteDemsOut #RedWaveRising2018 #StopTheInvasion #BuildTheWall #DeportThemAll #EndSanctuaryCities #TakeAmericaBack #WalkAwayMovementGrowing #MAGA ,1, factcheck wow factsmatter votedemsout redwaverising stoptheinvasion buildthewall deportthemall endsanctuarycities takeamericaback walkawaymovementgrowing maga 
@user @user @user THIS CANNOT BE ALLOWED TO HAPPEN----CHILD KIDNAPPER AND MOLESTER MILLER NEEDS TO BE GONE! ,1, user user user cannot allowed happenchild kidnapper molester miller need gone 
@user  IDS the man who smirks at his own policies and implications on his own people y wont he admit its migration that fuels this ,0, user  id man smirk policy implication people wont admit migration fuel 
UN seeks new funding pledges for Palestinian refugees... ,0, un seek new funding pledge palestinian refugee 
"@user Total lie. CONG is the main culprit for influx of illegal migrants both Bangladeshis&amp; Rhongyias. If they deported few, millions came during their tenures&amp; they encouraged Muslim illegal migrants&amp;shooed away Hindu migrants ",1, user total lie cong main culprit influx illegal migrant bangladeshisamp rhongyias deported million came tenuresamp encouraged muslim illegal migrantsampshooed away hindu migrant 
Sigh... ,0, sigh 
Immigration Will Not Make America Great Again ,1, immigration make america great 
"Obama, our SMALLEST president. Must take credit for all good; disavows all that was bad during his 8 year assault on our great country.#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BackTheBlue #AllLivesMatter #LiberalismIsAMentalDisorder #NRA ",1, obama smallest president must take credit good disavows bad  year assault great countrymaga kag potus trump news votered nodaca walkaway americafirst usa backtheblue alllivesmatter liberalismisamentaldisorder nra 
@user This trashy whore gold digger at again trying be something that makes her think shes good ughhh not happening hoe bag pos ,1, user trashy whore gold digger trying something make think shes good ughhh happening hoe bag po 
When his dick game is garbage but his mouth game is fire AF ,0, dick game garbage mouth game fire af 
"“The verification will play a key role in establishing refugees’ identities and their declared places of origin in Myanmar. It will help to preserve their right to voluntarily return home, if and when they decide that the conditions are right to do so.” ",0, verification play key role establishing refugee identity declared place origin myanmar help preserve right voluntarily return home decide condition right 
I recently read a book with a passage between a woman and a powerful man. I had to ask author if it was rape or nah. That's how blurry it is ,0, recently read book passage woman powerful man ask author rape nah thats blurry 
#Rohingya refugees move to higher ground to avert loss of lives in the upcoming monsoon season #ucanews #voiceforthevoiceless #refugee #Bangladesh @user @user @user @user @user ,0, rohingya refugee move higher ground avert loss life upcoming monsoon season ucanews voiceforthevoiceless refugee bangladesh user user user user user 
Tesla Driving Russian Immigrant Running As A Democrat For US House Seat In Alaska ,0, tesla driving russian immigrant running democrat u house seat alaska 
Never try to Holla at women who dissed you in his school I got called misogynistic egotistical whore monger damn bitch OK have a nice day 😂 ,0, never try holla woman dissed school got called misogynistic egotistical whore monger damn bitch ok nice day  
"HIV-positive shelter worker in Mesa sexually abused 8 immigrant boys, authorities say ",0, hivpositive shelter worker mesa sexually abused  immigrant boy authority say 
#TeenWolf #menstruafacts Question of the Day: When does a #feminist forget feminism? Answer: When the restaurant check hits the table. ,1, teenwolf menstruafacts question day feminist forget feminism answer restaurant check hit table 
The church's position on immigration will define its witness to a hurt and broken world. - Welcoming the Stranger. This updated book is written by World Relief's Matthew Soerens and Jenny Yang. Find your copy today! ,0, church position immigration define witness hurt broken world  welcoming stranger updated book written world relief matthew soerens jenny yang find copy today 
